wikipedia-23314-4-17-26-11-13	‘슈타인’의 명칭은 물리학자인 알베르트 아인슈타인에서 따온 것이며, 상대성 이론 등의 물리학적 요소가 스토리 구조 내에 포함되어 있다.	알베르트 아인슈타인	17	26	물리학	11	13	관계_없음
wikitree-62775-3-3-7-0-2	시흥시중앙도서관은 지난 2010년부터 오디오북을 구입하기 시작해 현재는 1,331종 6,655권의 콘텐츠를 보유하고 있다.	중앙도서관	3	7	시흥시	0	2	관계_없음
wikipedia-13428-3-6-8-59-61	더 나아가 진숙보는 심황후(沈皇后)를 폐위시키고 장귀비(張貴妃)를 새 황후로 세우려고 했으나 그전에 이미 진나라가 수나라에 멸망하게 된다.	진숙보	6	8	진나라	59	61	인물:출신성분/국적
wikipedia-12904-27-13-15-4-6	스포츠 자동차만 만들던 포르쉐가 SUV를 만든다는 것에 자동차 평론가들은 의구심을 제기하기도 했다.	포르쉐	13	15	자동차	4	6	단체:제작
wikitree-53030-2-0-2-4-5	염건령 강사는 인구변화의 심각성을 얘기하면서, 저출생과 노인인구의 대폭적인 증가는 세금 등의 문제로 이어져 사회적인 문제가 될 수 있다고 하며, 이런 위기를 극복하기 위해서는 아이를 낳아 키울 수 있는 환경을 조성하는 것이 중요하다며 프랑스의 출산조건부임대아파트에 대해서 이야기했다.	염건령	0	2	강사	4	5	인물:직업/직함
wikipedia-23059-277-22-24-13-19	해양수산부를 신설하였고 교육과학기술부를 교육부와 미래창조과학부로 개편하고, 외교통상부를 외교부로 개편하였다.	교육부	22	24	교육과학기술부	13	19	단체:별칭
wikitree-75780-1-107-109-13-14	이날 한마음 조회는 민선7기 취임 1주년을 기념해 지난 1년간의 주요 구정성과를 돌아보고 ‘새로운 변화, 모두가 행복한 동구’조성을 위한 전 직원의 새로운 결의와 각오를 다지는 자리로, 최근 인천시가 수돗물 적수상황 등을 감안해 외부인사 초청 없이 직원들과 소통의 자리로 간소하게 치렀다.	인천시	107	109	7기	13	14	관계_없음
wikitree-65462-0-0-4-9-11	남부대학교(총장 조성수) 사격선수단은 1~6일 전북 종합사격장에서 열린 제48회 문화체육관광부장관기 전국학생사격대회에서 금메달 1개, 은메달 3개를 차지했다.	남부대학교	0	4	조성수	9	11	단체:구성원
wikitree-16207-9-0-4-13-24	방탄소년단 팝업스토어 ‘HOUSE OF BTS’에서 멤버들이 ‘BTS 홍매화 시리즈’를 직접 구매하는 모습이 유튜브 콘텐츠를 통해 방영된 바 있다.	방탄소년단	0	4	HOUSE OF BTS	13	24	관계_없음
wikipedia-1730-8-22-26-47-54	그 후 제1차 고노에 내각의 내무대신, 대정익찬회 중앙협력회의 의장으로 근무하였다. 고노에 후미마로는 스에쓰구를 지원하는 우익 단체와 국수주의자의 지원을 받아 안정된 정치 기반을 쌓으려고 계획하고 있었으나, 스에쓰구의 극우 사상은 고노에가 제어할 수 없을 만큼 강경했다.	대정익찬회	22	26	고노에 후미마로	47	54	단체:구성원
wikitree-48066-1-0-7-11-31	천연자원연구센터는 ‘바이오상용기술 고도화 플랫폼 구축 사업’ 성과홍보회를 성황리에 개최했다고 6일 밝혔다.	천연자원연구센터	0	7	바이오상용기술 고도화 플랫폼 구축 사업	11	31	단체:제작
wikipedia-20182-11-3-11-19-29	그는 루크레치아 보르자의 남편이자 교황 알렉산데르 6세(214대 1492-1503)의 사위였다.	루크레치아 보르자	3	11	교황 알렉산데르 6세	19	29	인물:부모님
wikitree-17314-4-4-7-10-12	지난해 LG전자의 4분기 매출액은 16조612억원, 영업이익 1018억원을 기록했다.	LG전자	4	7	4분기	10	12	관계_없음
wikitree-51369-6-32-36-28-30	양명고, 양명여고, 대림대학교 등이 인근에 있으며 안양시립비산도서관, 평촌학원가도 다니기 편하다.	비산도서관	32	36	안양시	28	30	단체:상위_단체
wikipedia-28250-29-24-28-0-2	시아파 군벌들에는 하쉬드 알샤비를 비롯하여 평화 중대, 카타이브 헤즈볼라, 정의 연맹, 바드르 조직, 사라야 아슈라, 사라야 호라사니, 알이맘 알리 여단, 이라크 투르크멘 전선 등이 참전하였다.	평화 중대	24	28	시아파	0	2	단체:상위_단체
wikipedia-20141-85-44-46-39-41	이에 1997년 11월 3일, 새정치국민회의는 내각제 개헌을 약속하며 김종필, 박태준과 후보 단일화에 합의한다.	박태준	44	46	김종필	39	41	인물:동료
wikipedia-26560-42-23-24-0-2	이의방은 문극겸과 친한데다 또 자기 동생 이린(李隣)이 문극겸의 사위였으므로 그 말을 따랐다.	이린	23	24	이의방	0	2	인물:형제/자매/남매
wikipedia-2733-73-39-45-108-110	1905년(광무 8년) 11월 17일 대한제국의 박제순과 일본 정부의 하야시 곤스케에 의해 체결된 을사조약으로 대한제국의 외교권을 일본 제국이 빼앗자, 그는 조약 반대 항의 성명서를 발표하고, 윤치호, 서재필 등과 함께 을사 보호 조약에 반대하는 운동을 주도하였다.	하야시 곤스케	39	45	윤치호	108	110	관계_없음
wikipedia-7632-17-4-5-30-31	이부는 원상과 헤어지게 되었으므로 어쩔 수 없이 원담(袁譚)에게 항복했고 평원(平原)에 부임하였다.	원상	4	5	袁譚	30	31	관계_없음
wikipedia-1759-156-3-4-0-1	세훈&찬열(EXO-SC)의 첫 번째 미니앨범 'What a life'는 7월 22일 발매되며, 다양한 분위기의 6곡이 수록되었다고 한다.	찬열	3	4	세훈	0	1	인물:동료
wikipedia-18383-13-16-21-76-79	공동 여당이던 새천년민주당과 자유민주연합은 안정적인 국정 운영을 위해 여당이 국회의장직을 차지해야 한다고 주장한 반면, 원내 제1당이던 한나라당은 자신들이 의장직을 가져가는 것이 원칙에 맞다고 주장하였다.	자유민주연합	16	21	한나라당	76	79	관계_없음
wikipedia-17539-7-23-26-0-4	1914년에 제1차 세계 대전이 발발하여 프랑스군에 징집되었으며, 1915년 1월 25일에 코를 잃는 부상을 당했다.	프랑스군	23	26	1914년	0	4	관계_없음
wikipedia-28893-96-0-8-15-17	콘스탄티누스 1세의 어머니 헬레나는 기독교 신자였으며, 전해지는 이야기로는 콘스탄이누스 1세가 밀비우스 다리 전투 전날 꾼 꿈의 지시대로 병사의 방패에 카이 로를 그린 후 전투에 승리하자 기독교를 믿게 되었다고 한다.	콘스탄티누스 1세	0	8	헬레나	15	17	인물:부모님
wikipedia-11505-15-5-7-25-27	오늘날의 UBS는 유니언 뱅크 오브 스위스와 스위스 뱅크 코포레이션이 1998년 6월 합병하여 탄생하였다.	UBS	5	7	스위스	25	27	관계_없음
wikipedia-4745-10-15-17-9-12	3월 28일에는 문화방송이 MBC의 명예가 훼손되었다는 이유로 《제대로 뉴스데스크》와 《파워업 PD수첩》 동영상의 접속을 차단하라는 요청에 대하여 한국인터넷자율정책기구의 위원 10명 모두 ‘해당 없음’으로 결론지어 사실상 요청이 거부되었다.	MBC	15	17	문화방송	9	12	단체:별칭
wikipedia-15945-163-51-53-65-69	"박경서 전 인권대사는 ""노벨상은 로비를 할수록 수상이 멀어지며 금전의 개입은 어불성설이며, 김대중 전 대통령은 이미 1987년에 강력한 노벨 평화상 후보였다""라고 말했다."	김대중	51	53	1987년	65	69	관계_없음
wikitree-71469-6-86-90-30-35	11번가는 베이비센터 오픈 기념으로 오는 21일까지 ‘존슨앤드존슨 브랜드 위크’를 열고 존슨앤드존슨의 5개 브랜드(리스테린, 아비노베이비, 존슨즈베이비, 뉴트로지나, 쁘띠플래닛)의 30여개 상품을 할인해 판매한다.	뉴트로지나	86	90	존슨앤드존슨	30	35	단체:상위_단체
wikipedia-14354-11-15-19-4-9	그러나 스티븐 하퍼 총리는 미카엘 장 총독에게 의회의 개원정지 명령을 얻어내어 자신의 총리직을 지켰다.	미카엘 장	15	19	스티븐 하퍼	4	9	관계_없음
wikipedia-19986-16-101-103-61-64	그리고 유로 2012에서 전 경기에 출전해 안정적인 수비력과 폭발적인 오버래핑으로 강한 인상을 남겼고, 특히 이탈리아와의 결승전에서 자신의 A매치 데뷔골이자 팀의 추가골을 넣으면서 스페인은 4대 0 대승과 함께 2회 연속으로 우승했다.	스페인	101	103	이탈리아	61	64	관계_없음
wikipedia-4327-7-45-46-41-43	청조의 보호 하에 달라이 라마 정권이 성립하면서, 5대 달라이 라마로부터 티베트 불교계의 서열2위를 획득했다.	불교	45	46	티베트	41	43	관계_없음
wikipedia-25967-115-24-26-35-37	"반면에, 더불어민주당은 친여 성향 지식인인 유시민 사람사는세상 노무현재단 이사장이 4월 11일에 자신의 유튜브 채널인 에서 ""전체적으로 선거 판세가 민주당의 압승 분위기로 흐르고 있다. 21대 총선에서 범여권 진보진영이 180석 이상을 확보할 수 있다.""고 예측을 내놓자 오히려 이낙연 상임선대위원장부터 ""누가 국민의 뜻을 안다고 그렇게 함부로 말할 수 있는가 국민의 뜻은 늘 준엄하다. 국민 앞에 늘 심판받는 마음으로 겸손하게 임하고 국민을 두려워해야 한다. 이 말씀을 우리 당원 동지와 지지자들에게 거듭거듭 드린다. 내가 나부터 그렇게 하고있고 앞으로도 그렇게 하겠다.""며 신중한 입장을 발표하며 오만한 이미지로 비치는 것을 경계했다."	유시민	24	26	노무현	35	37	인물:소속단체
wikitree-23753-8-39-42-35-37	유진기업이 최첨단 기술이 적용된 스마트팩토리를 추진하는 배경은 유경선 유진그룹 회장의 미래 레미콘 사업에 대한 방향과 전략에서 찾을 수 있다.	유진그룹	39	42	유경선	35	37	단체:구성원
wikitree-44087-11-11-13-18-22	국회 여성가족위원회 전희경 의원(자유한국당)이 20일 여성가족부로부터 제출받은 자료에 따르면 A 씨처럼 정부가 성범죄자 주소를 엉뚱하게 기재해 피해를 본 사례는 최근 5년간 13건인 것으로 나타났다.	전희경	11	13	자유한국당	18	22	인물:소속단체
wikipedia-13268-13-57-59-37-39	유인은 녹림군의 다른 일파인 하강병을 끌어들였고, 결국 지황 4년(23년) 정월에 녹림 연합군은 함께 신나라 군을 무찌르고 진부와 양구사를 모두 베었다.	신나라	57	59	23년	37	39	관계_없음
wikitree-7981-0-8-20-0-2	이만희(89) 신천지예수교 증거장막성전(신천지) 총회장이 지난 2일 기자회견을 할 때 옆에서 이 총회장에게 이런 저런 조언을 했던 김평화씨가 이 총회장과 사실혼에 가까울 정도의 관계라는 언론 보도가 나왔다.	신천지예수교 증거장막성전	8	20	이만희	0	2	단체:구성원
wikipedia-24139-14-5-6-43-46	하지만, 막부의 우려 때문에 천수라는 명칭은 사용되지 않았다. 가나자와 성과 미토 성과 같이 내부는 5층과 4층으로 천수와 같았고 혼마루에 건립되었다.	막부	5	6	미토 성	43	46	관계_없음
wikitree-73715-6-0-6-8-10	"현대엔지니어링 관계자는 ""새희망학교 9호는 왕마마을 학생들에게 중학교 과정은 물론 정규 고등학교 과정까지 제공해 10% 내외인 진학률을 90%까지 끌어올릴 수 있을 것으로 기대된다""고 말했다."	현대엔지니어링	0	6	관계자	8	10	단체:구성원
wikipedia-23428-11-325-334-226-229	방송에선, 한국방송공사가 민영 방송인 동양방송(서울본사 및 부산지국), 동아방송, 전일방송, 서해방송, 한국FM을 인수 합병하고, 민영방송 문화방송의 주식 65％를 강제인수함으로써 대한민국 최대의 언론 기관이 됐고, 문화방송은 제휴민영방송사인 춘천문화방송, 원주문화방송, 강릉문화방송(現MBC강원영동 강릉방송국), 삼척문화방송(現MBC강원영동 삼척방송국), 대전문화방송, 청주문화방송, 충주문화방송, 전주문화방송, 광주문화방송, 목포문화방송, 여수문화방송, 대구문화방송, 안동문화방송, 포항문화방송, 부산문화방송, 울산문화방송, 마산문화방송(現MBC경남 창원본부), 진주문화방송(現MBC경남 진주본부), 남양문화방송(現제주문화방송)의 지분의 반 이상(35%)을 문화방송으로 강제 양도 시키고, 한국방송공사에게 자사의 주식 65%가 강제로 넘어가며 법적 공영방송이 되었다.	MBC경남 진주본부	325	334	문화방송	226	229	단체:상위_단체
wikipedia-21812-12-0-4-42-44	칭기즈 칸이 서하 제국과 전쟁 하던 중 전사한 후 2대 황제 오고타이 칸은 금나라의 잔존 기병대, 보병대와 대규모의 전쟁을 재개하여 금을 멸망시켰다.	칭기즈 칸	0	4	금나라	42	44	관계_없음
wikipedia-22960-11-0-3-40-43	카이사르는 카시벨라우누스의 부족에 대해 언급하지 않았는데, 그의 영토인 템즈 강 북쪽에서 훗날 로마 황제 클라우디우스의 군단에 의한 브리타니아 공격 침공 당시 카투벨라루니(Catuvellauni)라는 부족이 살고 있었다는 기술이 전하고 있다.	카이사르	0	3	템즈 강	40	43	관계_없음
wikipedia-8912-3-0-4-38-42	서울메트로와 서울특별시 도시철도공사 통합은 2014년 12월 박원순 서울특별시장이 내놓은 서울 지하철 혁신방안 일환으로 추진되었다.	서울메트로	0	4	서울특별시	38	42	관계_없음
wikipedia-20046-155-8-14-0-2	민주당은 대신 제임스 뷰캐넌을 후보자로 내세웠다.	제임스 뷰캐넌	8	14	민주당	0	2	인물:소속단체
wikipedia-14397-5-0-2-8-10	천계제 사후에 숭정제(崇禎帝)는 황후 장씨에게 존호를 가상하여, 황태후 급으로 정성스럽게 모셨다.	천계제	0	2	숭정제	8	10	관계_없음
wikitree-1491-9-14-23-6-8	"한편 당시 황정음 소속사 씨제스 엔터테인먼트는 ""촬영 중인 배우가 성형의혹이라는 것은 말도 안 된다""며 일각에서 제기된 성형설을 일축한 바 있다."	씨제스 엔터테인먼트	14	23	황정음	6	8	단체:구성원
wikipedia-2828-36-104-107-36-38	참여연대는 김상균 전 서울중앙지방법원 부장판사의 경우 재직 중에 이건희 회장과 삼성에버랜드가 관련된 소송의 담당 판사였는데 사건이 계류 중인 상태에서 2005년 2월 퇴직해 같은해 3월 삼성전자 소속 삼성구조본 부사장으로 자리를 옮겼으며, 서우정 삼성구조본 부사장 역시 서울지검 특수1부장 재직 당시 이재용씨가 연루된 삼성에버랜드 CB 편법증여 사건을 수사한 바 있는데, 2004년 12월 삼성 구조본 부사장으로 취임한 것을 들어서 문제가 있다고 지적해 왔다.	삼성전자	104	107	이건희	36	38	관계_없음
wikipedia-22932-10-0-0-20-21	시는 히데유키가 도쿠가와 이에야스의 셋째 딸 후리히메를 정실로 맞아들이는 것을 조건으로 후계 계승을 허락받았다.	시	0	0	셋째	20	21	관계_없음
wikipedia-18435-122-7-8-3-4	이후 요모, 우타, 츠키야마가 순순히 한 수 접으면서 상황은 종료된다.	우타	7	8	요모	3	4	관계_없음
wikitree-51882-6-21-22-38-40	앞서 지난 20일 국내 주요 매체들은 애플 새 운영체제 iOS13에 아이폰 교통카드 기능이 지원된다고 보도했다.	애플	21	22	아이폰	38	40	단체:제작
wikipedia-26683-63-38-39-10-11	‘사랑’은 1부와 2부를 결합시킬 수 있는 1가지 단서를 제공하며, 말러는 ‘사랑’이라는 키워드에 집중하여 그의 음악 속에 2가지 텍스트를 절묘하게 결합시켰다.	말러	38	39	2부	10	11	관계_없음
wikitree-64555-1-6-8-10-12	지난 5일 김종대 정의당 의원은 국회에서 열린 국방위원회 전체회의에서 군견 사룟값을 두 배로 올려달라고 국방장관에게 요청했다.	김종대	6	8	정의당	10	12	인물:소속단체
wikitree-39696-6-3-8-14-15	이후 시무스 콜먼 에버턴 주장이 직접 라커룸을 방문해 정신적 공황상태에 빠진 손흥민을 위로했다.	시무스 콜먼	3	8	주장	14	15	인물:직업/직함
wikipedia-5503-37-14-16-0-1	이삭은 에서를 편애했고, 리브가는 야곱을 더 편애했다.	리브가	14	16	이삭	0	1	관계_없음
wikipedia-7267-3-6-8-17-23	2002년 제주도교육청(지금의 제주특별자치도교육청) 평생학습관으로 지정되었고, 2005년 어린이자료실을 개설하였다.	제주도	6	8	제주특별자치도	17	23	단체:별칭
wikipedia-21824-133-7-9-0-2	민중당과 민중민주당은 조선민주주의인민공화국을 통일의 대상이자 한민족으로서 지지하는 경향이 있다.	민주당	7	9	민중당	0	2	관계_없음
wikitree-7402-0-0-1-10-10	"정부가 5일 방역 마스크를 북한에 지원했다는 일부 언론보도와 관련 ""북한에 마스크를 지원한 사실이 없다""면서 '가짜뉴스'로 규정해 법적조치 방침을 밝히는 등 민감한 반응을 보였다."	정부	0	1	마	10	10	관계_없음
wikitree-69125-5-3-5-47-52	한편 광주대는 5개 분야의 혁신성장 전략을 수립해 사회 맞춤형 인재양성을 목표로 총 117억 원이 투입되는 대학혁신지원 사업을 추진하고 있으며, 사회 맞춤형 산학협력 선도대학(LINC) 육성사업의 일환으로 5개 사회 맞춤형 학과를 선정해 실무중심의 교육 프로그램을 운영하고 있다.	광주대	3	5	117억 원	47	52	관계_없음
wikipedia-12267-39-56-57-54-54	"데비스는 그의 기록에서 ""몇몇 운 좋은 추측과 이로쿼이 레이다 및 구성 부대의 훌륭함""이 그 날 밤 해군의 성공에 있어서 2가지 결정적인 요인이라고 적었다."	해군	56	57	밤	54	54	관계_없음
wikitree-56747-10-0-0-7-9	시는 크루즈 관광객 증가를 위해 중앙정부, 한국관광공사와 함께 홍보에 주력하고, 크루즈 전용 터미널도 마련할 예정이다.	시	0	0	관광객	7	9	관계_없음
wikipedia-456-20-28-29-32-36	오스카는 다시 맥과이어의 추천을 받아 1906년에 밋처를 아나폴리스에 재입학 시켰는데, 재입학한 밋처는 연하의 상급생으로부터 왕따를 당하는 등 괴로운 나날을 보내며 ‘내성적, 반항적, 비사교적’이라는 딱지가 붙는다.	밋처	28	29	아나폴리스	32	36	인물:학교
wikipedia-12307-7-17-19-24-28	당시 LG는 김태원, 김용수, 이상훈 등, 1990년대를 주름잡았던 투수들이 대거 은퇴했거나 해외로 진출했기 때문에 마운드의 리빌딩이 절실한 시점이었다.	이상훈	17	19	1990년	24	28	관계_없음
wikipedia-28197-81-0-5-8-10	유식유가행파의 수행론에 따르면, 보살이 공관(空觀)을 닦음에 있어서 초지(初地)에서 제7지(第七地)까지는 의식적인 노력을 기울여야 공관이 이루어진다.	유식유가행파	0	5	수행론	8	10	관계_없음
wikipedia-25716-36-13-18-4-5	그러나 샤를은 859년 로타르 2세를 후계자로 한다는 자신의 유언을 관철시켰다.	로타르 2세	13	18	샤를	4	5	관계_없음
wikitree-73746-0-0-2-51-56	광양시는 지난 5일 사회적기업의 날(1일)과 협동조합의 날(6일)을 맞아 시청 대회의실에서 100여 명이 참석한 가운데 '2019 광양시 사회적 경제 주간 기념행사'를 개최했다고 밝혔다.	광양시	0	2	100여 명	51	56	관계_없음
wikitree-18108-3-9-11-5-7	3월에는 지휘자 금난새와 뉴월드필하모닉오케스트라가 싱그러운 봄 향기로 신춘음악회를 물들인다.	금난새	9	11	지휘자	5	7	인물:직업/직함
wikipedia-21247-4-69-71-63-66	2009년 ~ 2010년 시즌에 더욱 성과를 내어 2009년 컵 오브 차이나에서 우승했으며, 그랑프리 파이널에서 대한민국의 김연아와 일본의 안도 미키에 이어 3위에 올랐다.	김연아	69	71	대한민국	63	66	인물:출신성분/국적
wikipedia-8337-1-45-47-0-6	함경남도 원산부의 푸른 바닷가가 있는 명사십리 출신으로, 작곡가 겸 가수인 맏형 김용환과 성악가인 누나 김안라가 모두 음악인으로 활동한 기독교 가정에서 태어나 자연스럽게 음악을 접했다.	김용환	45	47	함경남도 원산	0	6	인물:출생_도시
wikipedia-24325-223-149-152-144-146	이때 부활절 운동을 주도한 단체가 신 페인당이라는 의심이 영국정부에서 돌자, 이 소문을 아일랜드 인들까지 듣게 되고, 1918년 총선에서 신 페인당(Sinn Fein)은 국민들의 압도적인 지지로 승리를 거둔 후, 영국 의회를 무시하고 1919년 1월 12일 더블린에 아일랜드 독립 의회(Dail)를 구성하였다.	아일랜드	149	152	더블린	144	146	관계_없음
wikipedia-3787-293-21-25-127-129	8월 29일 오스만 궁정은 공식적으로 런던 조약 규정에 거부하였으며, 그리하여 영국과 프랑스의 각 지중해 함대의 최고 사령관인 에드워드 커드링턴 제독과 앙리 드 리니 제독은 아르고스 만으로 항해하여, HMS 아시아 호 선상에서 그리스 대표자들과 만날 것을 요청하였다.	런던 조약	21	25	그리스	127	129	관계_없음
wikitree-57938-1-30-34-4-6	오진원 연구원은 “반면 카드 수수료 인하 및 네이버와 GS홈쇼핑의 가맹점 이탈에도 불구 상반기 영업익은 전년 상반기 대비 6.2% 증가한 404억원을 기록했다”며 “이는 적극적인 신규 가맹점 확보 및 온라인 VAN 성장, 자회사인 KFC 실적 턴어라운드의 결과”라고 밝혔다.	GS홈쇼핑	30	34	연구원	4	6	관계_없음
wikipedia-22807-43-23-26-29-31	2009년 10월에 발표된 학술 논문에서 NASA의 과학자들은 우주와 같은 조건에서 자외선에 노출시킴으로써 피리미딘으로부터 유라실을 생성했다고 보고했다.	NASA	23	26	과학자	29	31	단체:구성원
wikipedia-28778-89-13-16-7-9	매지캠퍼스는 김우중 전 대우그룹 회장이 기증한 165만여m 부지에 캠퍼스를 조성하였다.	대우그룹	13	16	김우중	7	9	단체:구성원
wikipedia-21766-275-56-58-13-14	알렉시오스는 로마제국과 로마의 양 교회를 통합하고 십자군에게 은화 200,000 마르크를 지불하며, 십자군에 합세해 이 사람들이 이집트에 가는데 필요한 모든 물자를 보급하겠다고 제안했다.	십자군	56	58	로마	13	14	관계_없음
wikipedia-24073-9-15-19-62-69	쿠투조프는 당시의 차르였던 파벨 1세(Paul I)의 총애를 받았으며, 황제가 암살당한 뒤에 새 차르로 등극한 알렉산드르 1세(Alexander I)에게 일시적인 총애를 받았었으나 이후 쿠투조프를 멀리하였다.	파벨 1세	15	19	알렉산드르 1세	62	69	관계_없음
wikitree-50132-2-0-1-15-18	경찰은 A 씨가 범행 당시 의붓아들 사망을 충분히 예견할 수 있었다고 보고 죄명을 살인으로 바꾸기로 했다.	경찰	0	1	의붓아들	15	18	관계_없음
